pr名,用户名,url,合并时间,奖励数量
Tranlate 16 to english version,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/295,2022-11-02T02:15:27Z
fix some errors in comments,zhiyuan2007,https://github.com/AmazingAng/WTF-Solidity/pull/294,2022-11-02T02:15:54Z
修改catch支持捕获特殊的异常原因中的不准确描述,CryptoRbtree,https://github.com/AmazingAng/WTF-Solidity/pull/293,2022-11-06T14:15:57Z
更新函数默认可见性,0x0918,https://github.com/AmazingAng/WTF-Solidity/pull/292,2022-10-31T06:13:46Z
typo,0xc25fee20,https://github.com/AmazingAng/WTF-Solidity/pull/291,2022-10-30T13:42:33Z
Adjusted lecture 2 of translation and update readme.md,alphafitz11,https://github.com/AmazingAng/WTF-Solidity/pull/290,2022-10-28T13:15:40Z
Update CallContract.sol,riskers,https://github.com/AmazingAng/WTF-Solidity/pull/289,未合并
Added lecture 2 of translation (Diving into EVM) and update readme,alphafitz11,https://github.com/AmazingAng/WTF-Solidity/pull/288,2022-10-27T13:47:13Z
Added test case source code,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/286,2022-10-22T04:43:44Z
Added foundry forge&&anvil  usage,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/285,2022-10-22T03:43:54Z
修改图片引用格式错误 但是实际阅读影响较小,0x0918,https://github.com/AmazingAng/WTF-Solidity/pull/282,2022-10-21T07:44:31Z
新增 foundry cast 的使用,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/279,2022-10-21T00:54:07Z
"27_ABIEncode修改函数签名foo(uint256,address==》foo(uint256,address,string,ui…",PigCharid,https://github.com/AmazingAng/WTF-Solidity/pull/276,2022-10-18T12:31:57Z
"update getAuctionPrice, auctionMint, readme",0xc25fee20,https://github.com/AmazingAng/WTF-Solidity/pull/275,2022-10-18T12:31:32Z
Update readme.md,0x0918,https://github.com/AmazingAng/WTF-Solidity/pull/274,2022-10-18T12:23:33Z
update leasson25 create2,Cat2Boy,https://github.com/AmazingAng/WTF-Solidity/pull/273,2022-10-31T06:26:14Z
update leasson25 create2 ,Cat2Boy,https://github.com/AmazingAng/WTF-Solidity/pull/272,未合并
Update Valuetypes中readme.md payable 修饰地址补充,0x0918,https://github.com/AmazingAng/WTF-Solidity/pull/271,2022-10-31T06:25:34Z
Fix typo,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/267,2022-10-12T14:52:14Z
Add answer to the pre-raised question,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/266,2022-10-12T14:36:11Z
typo: 复本 改为  副本,shifenhutu,https://github.com/AmazingAng/WTF-Solidity/pull/265,2022-10-18T12:24:48Z
给逻辑运算符加个 ``  看上去更清晰、醒目,shifenhutu,https://github.com/AmazingAng/WTF-Solidity/pull/264,2022-10-12T10:56:36Z
fix dex description,Ha2ryZhang,https://github.com/AmazingAng/WTF-Solidity/pull/263,2022-10-12T04:48:22Z
Fix term,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/262,2022-10-11T15:08:35Z
13讲 modifier override,auroraug,https://github.com/AmazingAng/WTF-Solidity/pull/261,2022-10-11T10:21:17Z
Provide more methods about RNG,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/258,2022-10-10T16:56:51Z
Add one more drawback for Opensea,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/257,2022-10-17T10:23:30Z
Add one more benefit for signature NFT WL,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/256,2022-10-10T16:33:53Z
Clarify the terminology,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/255,2022-10-10T16:17:21Z
Add more details for Merkle Proof,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/254,2022-10-10T16:39:04Z
Fix typo,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/253,2022-10-10T15:57:32Z
Update 34 & 35 chapters,Hendry5479,https://github.com/AmazingAng/WTF-Solidity/pull/252,2022-10-09T05:55:54Z
docs: update readme,itLeeyw,https://github.com/AmazingAng/WTF-Solidity/pull/251,2022-10-09T05:56:33Z
添加函数名,AeroXi,https://github.com/AmazingAng/WTF-Solidity/pull/249,2022-10-09T05:58:23Z
更换链接地址，原地址为编辑地址,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/248,2022-10-08T17:38:29Z
Remove redundant words,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/246,2022-10-09T05:59:53Z
审核了solidity 49 50,seasidejuvenile666,https://github.com/AmazingAng/WTF-Solidity/pull/243,2022-10-08T02:57:48Z
Refine the statement,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/242,2022-10-08T04:32:37Z
Add on more details on mapping,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/241,2022-10-09T06:00:54Z
Add explanation for Array Literals,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/240,2022-10-08T04:37:18Z
Correct gas cost statement for pure&view function,0xkookoo,https://github.com/AmazingAng/WTF-Solidity/pull/239,2022-10-07T16:30:33Z
Add images of Remix testing ,Rulesbreaker,https://github.com/AmazingAng/WTF-Solidity/pull/238,2022-10-07T15:07:22Z
Update README.md,quantum-proof,https://github.com/AmazingAng/WTF-Solidity/pull/236,2022-10-06T13:56:41Z
format code style,gasolin,https://github.com/AmazingAng/WTF-Solidity/pull/235,2022-10-06T08:29:44Z
EN TL for Tutorial 13 on Inheritance,quantum-proof,https://github.com/AmazingAng/WTF-Solidity/pull/234,2022-10-06T06:15:57Z
fix:typo,shifenhutu,https://github.com/AmazingAng/WTF-Solidity/pull/231,2022-10-05T09:54:47Z
修改hardhat ReadMe.md,cheng521521,https://github.com/AmazingAng/WTF-Solidity/pull/230,2022-10-05T08:35:46Z
新增 部署合约 和 测试网络配置,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/227,2022-10-04T06:53:06Z
"add Foundry tools, for topics/tools.",u-u-z,https://github.com/AmazingAng/WTF-Solidity/pull/225,2022-10-03T01:15:38Z
新增 topic/tools/TOOL06_Hardhat,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/222,2022-10-01T09:02:51Z
修正注解,ShawnQiang1,https://github.com/AmazingAng/WTF-Solidity/pull/221,2022-10-01T03:06:04Z
Fix typos for 40_ERC1155 and 42_PaymentSplit,Rulesbreaker,https://github.com/AmazingAng/WTF-Solidity/pull/216,2022-09-20T02:42:06Z
更正了十三讲菱形继承中循环调用的问题,lilyang1989,https://github.com/AmazingAng/WTF-Solidity/pull/215,未合并
"UPDATE: Ganache tool tutorials in ""Topics/Tools/TOOL03_Ganache/readme.md""",u-u-z,https://github.com/AmazingAng/WTF-Solidity/pull/211,2022-09-16T10:32:20Z
第十三讲补充,lilyang1989,https://github.com/AmazingAng/WTF-Solidity/pull/208,2022-09-12T18:19:06Z
docs(02_valuetypes/readme.md): transfer rename,XdpCs,https://github.com/AmazingAng/WTF-Solidity/pull/206,2022-09-11T23:21:07Z
"为Error篇章添加了带参数的Error,以及添加了Gas cost数值测算的编译器版本",LIYANG-UST,https://github.com/AmazingAng/WTF-Solidity/pull/205,2022-09-11T12:24:15Z
Update readme.md,0x3c,https://github.com/AmazingAng/WTF-Solidity/pull/204,2022-09-11T06:12:37Z
修改继承篇章ReadMe.md,cheng521521,https://github.com/AmazingAng/WTF-Solidity/pull/203,未合并
Update 'wrods' variable typo in #47,run-digitalx,https://github.com/AmazingAng/WTF-Solidity/pull/202,2022-09-09T07:55:11Z
fix import,Icarus9913,https://github.com/AmazingAng/WTF-Solidity/pull/200,未合并
fix comments,Icarus9913,https://github.com/AmazingAng/WTF-Solidity/pull/199,2022-09-07T15:09:17Z
Update readme.md,0x3c,https://github.com/AmazingAng/WTF-Solidity/pull/196,2022-09-04T04:05:24Z
Update readme.md,0xc25fee20,https://github.com/AmazingAng/WTF-Solidity/pull/195,2022-09-03T17:54:41Z
Update readme.md,0x3c,https://github.com/AmazingAng/WTF-Solidity/pull/193,2022-09-03T05:39:07Z
Update 15_Errors_en,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/191,2022-09-02T14:25:55Z
完善了46_ProxyContract,seasidejuvenile666,https://github.com/AmazingAng/WTF-Solidity/pull/190,2022-09-02T12:50:01Z
添加学习笔记,magiconch,https://github.com/AmazingAng/WTF-Solidity/pull/189,2022-09-02T10:54:07Z
Upload 14_en,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/186,2022-09-01T18:04:58Z
add images for 45_Timelock,chad779,https://github.com/AmazingAng/WTF-Solidity/pull/185,2022-09-01T05:33:15Z
精简内容，并添加案例参考来源,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/182,2022-08-31T16:54:45Z
Add description of CallContract name,beihaili,https://github.com/AmazingAng/WTF-Solidity/pull/181,2022-08-29T13:39:03Z
新增dune使用说明,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/180,2022-08-29T03:11:16Z
English review for sections 3-6,y4000,https://github.com/AmazingAng/WTF-Solidity/pull/177,2022-08-25T02:30:36Z
Update enum,0xc25fee20,https://github.com/AmazingAng/WTF-Solidity/pull/176,2022-08-24T07:30:11Z
完善了44-TokenLocker，翻译了11、12讲,seasidejuvenile666,https://github.com/AmazingAng/WTF-Solidity/pull/175,2022-08-22T14:55:39Z
add the function visibility,thurendous,https://github.com/AmazingAng/WTF-Solidity/pull/172,2022-08-19T12:06:32Z
补充ABI对不开源合约函数的调用,x-player-001,https://github.com/AmazingAng/WTF-Solidity/pull/169,2022-08-15T08:42:01Z
Fix typo,0x3c,https://github.com/AmazingAng/WTF-Solidity/pull/168,2022-08-15T08:41:21Z
补充ABI对不开源合约函数的调用,x-player-001,https://github.com/AmazingAng/WTF-Solidity/pull/167,未合并
优化 event 中 对 indexed 变量存储在 topic 中的描述,ISheepp,https://github.com/AmazingAng/WTF-Solidity/pull/166,2022-08-11T12:24:17Z
fix: 错别字rpc,Hongchenglong,https://github.com/AmazingAng/WTF-Solidity/pull/165,2022-08-10T11:41:04Z
Fixed 新增上架多个NFT，修复下架产生购买歧义问题,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/162,2022-08-09T14:33:56Z
41_WETH 添加了remix演示,seasidejuvenile666,https://github.com/AmazingAng/WTF-Solidity/pull/161,2022-08-08T07:09:52Z
提交43. 线性释放的remix的演示截图,Big-Aaron,https://github.com/AmazingAng/WTF-Solidity/pull/160,2022-08-08T07:10:16Z
ERC721合约接口分析,ShuxunoO,https://github.com/AmazingAng/WTF-Solidity/pull/158,2022-08-06T16:00:04Z
添加42分账的remix演示截图,Big-Aaron,https://github.com/AmazingAng/WTF-Solidity/pull/157,2022-08-05T07:32:30Z
Update readme.md,Ifdevil,https://github.com/AmazingAng/WTF-Solidity/pull/156,2022-08-04T07:39:54Z
更新README的link,ISheepp,https://github.com/AmazingAng/WTF-Solidity/pull/155,2022-08-03T13:02:56Z
Added alchemy usage,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/153,2022-08-02T07:46:51Z
fixed some typos,Adreambottle,https://github.com/AmazingAng/WTF-Solidity/pull/152,未合并
Added ganache client usage,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/151,2022-08-02T02:27:42Z
添加 ganache的使用 到首页 readme目录,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/150,2022-08-01T16:47:31Z
添加ganache常见使用方式,EasyChris,https://github.com/AmazingAng/WTF-Solidity/pull/149,2022-08-01T10:59:14Z
Fix a typo and format.,Rulesbreaker,https://github.com/AmazingAng/WTF-Solidity/pull/147,2022-07-30T03:25:23Z
Translation check for 1-2 and 6-10.,quantum-proof,https://github.com/AmazingAng/WTF-Solidity/pull/144,2022-07-29T06:07:56Z
feat: add hardhat config and test,SolidityGo,https://github.com/AmazingAng/WTF-Solidity/pull/143,2022-07-29T09:34:59Z
Issues#130 sol file change,buttonwild,https://github.com/AmazingAng/WTF-Solidity/pull/142,2022-07-28T15:09:37Z
修改文件夹名称,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/141,2022-07-28T09:03:38Z
03_Function_en upload,lcy101u,https://github.com/AmazingAng/WTF-Solidity/pull/140,2022-07-28T08:48:31Z
Lesson10 中文版：修复格式问题,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/136,2022-07-28T04:00:25Z
Create English Version of Lesson 10,JustinAsdz,https://github.com/AmazingAng/WTF-Solidity/pull/135,2022-07-28T03:53:08Z
Tutorial 6 translation into English,buttonwild,https://github.com/AmazingAng/WTF-Solidity/pull/131,2022-07-27T16:09:44Z
Tutorial 5 code supplement,buttonwild,https://github.com/AmazingAng/WTF-Solidity/pull/129,2022-07-27T16:08:18Z
"English translation(Tutorial 4, Tutorial 9) ",reborn-sama,https://github.com/AmazingAng/WTF-Solidity/pull/127,2022-07-27T11:45:43Z
